Breed	Age	Gender	Weight	ExpectedWeight	PctOfExpected	Label	IsolationForest_Score	IsolationForest_Flag	
Pabna	71	Female	401.5	401.2	100.1	Normal	0.0432	Normal	
Red Chittagong	24	Female	141.8	137.2	103.4	Normal	0.1083	Normal	
Red Chittagong	7	Male	91.4	65.8	138.9	Overweight	0.0189	Normal	
Sindhi Cross	17	Male	152.6	149	102.4	Normal	0.0189	Normal	
Sahiwal	59	Female	441.4	402.3	109.7	Normal	0.0538	Normal	
Holstein Cross	60	Female	503	494.5	101.7	Normal	0.0306	Normal	
Holstein Cross	17	Male	164	190.4	86.1	Normal	0.0389	Normal	
Sindhi Cross	48	Male	359.8	348.5	103.2	Normal	0.0097	Normal	
Sahiwal	17	Male	163	157.3	103.6	Normal	0.0472	Normal	
Local Zebu	28	Female	185.8	166.5	111.6	Normal	0.1434	Normal	
Sahiwal	23	Male	208.1	198	105.1	Normal	0.0516	Normal	
Red Chittagong	68	Male	369.1	371.1	99.5	Normal	0.026	Normal	
Holstein Cross	44	Female	356.5	374.9	95.1	Normal	0.0786	Normal	
Local Zebu	6	Male	62	65.2	95.1	Normal	-0.0047	Flagged - Potential Sickness	
Brahman Cross	66	Male	528.9	541.7	97.6	Normal	-0.0334	Flagged - Potential Sickness	
Red Chittagong	28	Female	146.7	155.4	94.4	Normal	0.1077	Normal	
Local Zebu	21	Female	141.2	132.4	106.6	Normal	0.1419	Normal	
Sindhi Cross	52	Female	365.2	340.2	107.3	Normal	0.0505	Normal	
Holstein Cross	66	Female	545.3	539.3	101.1	Normal	0.0045	Normal	
Red Chittagong	8	Female	46.5	64.4	72.2	Underweight	0.0167	Normal	
Local Zebu	46	Female	260.9	254.2	102.6	Normal	0.14	Normal	
Red Chittagong	12	Male	108.8	90.9	119.7	Normal	0.0482	Normal	
Sindhi Cross	51	Male	358.6	367.8	97.5	Normal	0.0143	Normal	
Brahman Cross	15	Female	142.4	144.4	98.6	Normal	0.0673	Normal	
Local Zebu	18	Female	118	117.8	100.2	Normal	0.1359	Normal	
Red Chittagong	46	Female	225.5	237.3	95	Normal	0.116	Normal	
Red Chittagong	52	Male	300.8	291.1	103.3	Normal	0.0736	Normal	
Holstein Cross	7	Male	106.3	108.2	98.2	Normal	-0.0006	Flagged - Potential Sickness	
Sahiwal	58	Male	442.1	435.8	101.4	Normal	0.0261	Normal	
Local Zebu	25	Female	138.6	151.9	91.2	Normal	0.1387	Normal	
Sahiwal	20	Female	154.9	161.5	95.9	Normal	0.0941	Normal	
Local Zebu	22	Female	148.1	137.2	107.9	Normal	0.1422	Normal	
Red Chittagong	52	Male	285.5	291.1	98.1	Normal	0.0721	Normal	
Sindhi Cross	72	Female	483.1	457.2	105.7	Normal	-0.0278	Flagged - Possible Pregnancy or Overweight	
Sahiwal	9	Female	87.6	93.6	93.6	Normal	0.0483	Normal	
Local Zebu	24	Female	150.4	147	102.3	Normal	0.1478	Normal	
Local Zebu	16	Female	122	108	113	Normal	0.1331	Normal	
Local Zebu	8	Female	47.7	69	69.1	Underweight	0.0405	Normal	
Local Zebu	19	Male	108.5	134.9	80.4	Normal	0.0663	Normal	
Brahman Cross	66	Male	518.8	541.7	95.8	Normal	-0.0267	Flagged - Potential Sickness	
Local Zebu	7	Female	83.1	64.1	129.6	Overweight	0.0899	Normal	
Sindhi Cross	32	Female	214.9	223.2	96.3	Normal	0.0628	Normal	
Brahman Cross	9	Male	152.1	113.8	133.7	Overweight	-0.0059	Flagged - Unusual, Needs Review	
Sindhi Cross	50	Female	320	328.5	97.4	Normal	0.0567	Normal	
Sahiwal	36	Female	263.1	260.3	101.1	Normal	0.0988	Normal	
Holstein Cross	7	Female	121.5	98.3	123.6	Overweight	0.0462	Normal	
Sindhi Cross	27	Female	224	194	115.5	Normal	0.0563	Normal	
Sindhi Cross	18	Female	172.2	141.3	121.9	Overweight	0.0589	Normal	
Holstein Cross	66	Female	557.5	539.3	103.4	Normal	0.002	Normal	
Pabna	19	Male	159.2	143.9	110.6	Normal	0.0593	Normal	
Red Chittagong	33	Female	187	178.1	105	Normal	0.1211	Normal	
Sahiwal	46	Male	365.9	354.3	103.3	Normal	0.0367	Normal	
Local Zebu	52	Female	275.2	283.5	97.1	Normal	0.141	Normal	
Local Zebu	47	Female	246.9	259.1	95.3	Normal	0.1343	Normal	
Pabna	45	Female	265.9	266	100	Normal	0.1247	Normal	
Local Zebu	58	Male	341.5	344	99.3	Normal	0.0818	Normal	
Local Zebu	14	Female	91.5	98.2	93.2	Normal	0.1182	Normal	
Sindhi Cross	53	Male	391.1	380.7	102.7	Normal	0.0077	Normal	
Pabna	19	Female	145.1	130.8	110.9	Normal	0.1177	Normal	
Brahman Cross	21	Male	205.2	203.9	100.6	Normal	0.0257	Normal	
Brahman Cross	19	Female	193.8	171.7	112.9	Normal	0.0596	Normal	
Local Zebu	52	Female	266.4	283.5	94	Normal	0.1391	Normal	
Brahman Cross	57	Male	471.2	474.1	99.4	Normal	0.0056	Normal	
Sahiwal	41	Female	280.4	291.2	96.3	Normal	0.1016	Normal	
Brahman Cross	57	Female	403	431	93.5	Normal	0.0509	Normal	
Sindhi Cross	68	Female	432.6	433.8	99.7	Normal	0.0307	Normal	
Pabna	21	Male	153.5	155.3	98.8	Normal	0.0647	Normal	
Brahman Cross	23	Male	241.6	218.9	110.4	Normal	0.0245	Normal	
Holstein Cross	69	Female	571.2	561.8	101.7	Normal	-0.017	Flagged - Possible Pregnancy or Overweight	
Red Chittagong	47	Male	250.7	266	94.2	Normal	0.0632	Normal	
Local Zebu	15	Female	130.9	103.1	127	Overweight	0.1281	Normal	
Pabna	65	Male	425.3	407	104.5	Normal	0.0311	Normal	
Pabna	39	Female	243.5	234.8	103.7	Normal	0.1229	Normal	
Pabna	8	Female	46.7	73.6	63.5	Underweight	0.0212	Normal	
Red Chittagong	46	Female	222.9	237.3	93.9	Normal	0.1135	Normal	
Local Zebu	28	Female	160.9	166.5	96.6	Normal	0.1429	Normal	
Red Chittagong	27	Female	167.2	150.8	110.9	Normal	0.1161	Normal	
Sahiwal	68	Female	486.2	457.9	106.2	Normal	0.017	Normal	
Pabna	66	Female	398.3	375.2	106.2	Normal	0.0736	Normal	
Pabna	56	Male	348.2	355.5	97.9	Normal	0.0682	Normal	
Red Chittagong	51	Female	243.3	260	93.6	Normal	0.1111	Normal	
Local Zebu	11	Male	94.1	92	102.3	Normal	0.0583	Normal	
Holstein Cross	9	Female	86.7	113.3	76.5	Underweight	0.0596	Normal	
Red Chittagong	60	Male	335.9	331.1	101.4	Normal	0.0504	Normal	
Red Chittagong	37	Male	213.8	216	99	Normal	0.0717	Normal	
Brahman Cross	14	Female	130.6	137.6	94.9	Normal	0.0668	Normal	
Local Zebu	47	Male	261.1	285	91.6	Normal	0.0928	Normal	
Red Chittagong	71	Female	358.8	351	102.2	Normal	0.0504	Normal	
Sahiwal	8	Female	79.4	87.4	90.8	Normal	0.0432	Normal	
Red Chittagong	18	Female	92.4	109.9	84.1	Normal	0.0808	Normal	
Brahman Cross	49	Female	333.3	376.4	88.5	Normal	0.0732	Normal	
Brahman Cross	27	Female	225.9	226.3	99.8	Normal	0.0801	Normal	
Pabna	69	Female	417.4	390.8	106.8	Normal	0.0585	Normal	
Local Zebu	33	Male	329	210	156.7	Overweight	0.0616	Normal	
Local Zebu	17	Female	106	112.9	93.9	Normal	0.1273	Normal	
Brahman Cross	40	Male	337.5	346.5	97.4	Normal	0.0241	Normal	
Pabna	32	Male	225.3	218.2	103.3	Normal	0.0697	Normal	
Holstein Cross	70	Female	554.3	569.2	97.4	Normal	-0.0113	Flagged - Potential Sickness	
Pabna	31	Female	197.7	193.2	102.3	Normal	0.1273	Normal	
Pabna	29	Female	194.3	182.8	106.3	Normal	0.1261	Normal	
Pabna	29	Female	201.2	182.8	110.1	Normal	0.1258	Normal	
Sindhi Cross	65	Male	456.4	457.9	99.7	Normal	-0.0145	Flagged - Potential Sickness	
Holstein Cross	61	Female	498.9	502	99.4	Normal	0.0332	Normal	
Local Zebu	31	Female	168	181.1	92.8	Normal	0.1379	Normal	
Local Zebu	44	Female	232.1	244.5	94.9	Normal	0.138	Normal	
Holstein Cross	14	Female	147.3	150.6	97.8	Normal	0.0799	Normal	
Local Zebu	42	Female	240.3	234.8	102.3	Normal	0.1426	Normal	
Brahman Cross	57	Male	487.8	474.1	102.9	Normal	-0.0018	Flagged - Unusual, Needs Review	
Local Zebu	45	Female	237.3	249.4	95.1	Normal	0.1378	Normal	
Pabna	10	Male	114.8	92.4	124.2	Overweight	0.0351	Normal	
Local Zebu	41	Female	225.8	229.9	98.2	Normal	0.1352	Normal	
Holstein Cross	68	Female	763.7	554.3	137.8	Overweight	-0.0485	Flagged - Possible Pregnancy or Overweight	
Red Chittagong	14	Female	80.5	91.7	87.8	Normal	0.0779	Normal	
Red Chittagong	17	Female	69	105.4	65.5	Underweight	0.0602	Normal	
Holstein Cross	36	Male	359.9	346.6	103.8	Normal	0.0271	Normal	
Sindhi Cross	72	Female	468.3	457.2	102.4	Normal	-0.0175	Flagged - Possible Pregnancy or Overweight	
Sahiwal	38	Female	268.4	272.6	98.5	Normal	0.0989	Normal	
Brahman Cross	46	Male	392.5	391.5	100.3	Normal	0.0278	Normal	
Red Chittagong	36	Female	199.5	191.8	104	Normal	0.1178	Normal	
Local Zebu	33	Female	167.4	190.9	87.7	Normal	0.129	Normal	
Local Zebu	13	Female	85.4	93.4	91.4	Normal	0.1143	Normal	
Sindhi Cross	46	Female	317	305.1	103.9	Normal	0.0657	Normal	
Local Zebu	41	Female	211.1	229.9	91.8	Normal	0.1349	Normal	
Red Chittagong	53	Female	397.1	269.2	147.5	Overweight	0.0719	Normal	
Holstein Cross	12	Female	115.4	135.7	85	Normal	0.0791	Normal	
Local Zebu	55	Male	334.9	327.9	102.1	Normal	0.0937	Normal	
Red Chittagong	21	Female	123	123.6	99.5	Normal	0.1033	Normal	
Pabna	7	Female	44.2	68.4	64.6	Underweight	0.0116	Normal	
Sindhi Cross	38	Male	301.6	284.1	106.2	Normal	0.0195	Normal	
Sahiwal	44	Male	329.7	340.7	96.8	Normal	0.0448	Normal	
Sindhi Cross	46	Female	292.9	305.1	96	Normal	0.0707	Normal	
Red Chittagong	10	Male	83.9	80.9	103.7	Normal	0.0318	Normal	
Sahiwal	68	Female	475.1	457.9	103.8	Normal	0.026	Normal	
Holstein Cross	60	Female	479.3	494.5	96.9	Normal	0.0394	Normal	
Holstein Cross	39	Female	338.5	337.5	100.3	Normal	0.0742	Normal	
Brahman Cross	47	Female	227.2	362.8	62.6	Underweight	0.0615	Normal	
Brahman Cross	23	Male	229.3	218.9	104.8	Normal	0.0272	Normal	
Red Chittagong	16	Male	113.5	110.9	102.3	Normal	0.05	Normal	
Sahiwal	22	Female	168.3	173.8	96.8	Normal	0.0984	Normal	
Sahiwal	46	Female	309.6	322	96.1	Normal	0.0981	Normal	
Local Zebu	28	Female	167.8	166.5	100.8	Normal	0.1423	Normal	
Sahiwal	31	Male	236.3	252.4	93.6	Normal	0.0534	Normal	
Red Chittagong	54	Female	229.9	273.7	84	Normal	0.1007	Normal	
Local Zebu	8	Female	75.5	69	109.4	Normal	0.0923	Normal	
Brahman Cross	17	Female	171.6	158	108.6	Normal	0.0643	Normal	
Sahiwal	27	Male	189.8	225.2	84.3	Normal	0.0536	Normal	
Brahman Cross	25	Male	218.7	233.9	93.5	Normal	0.0333	Normal	
Sindhi Cross	21	Male	184	174.7	105.3	Normal	0.0162	Normal	
Sahiwal	64	Female	464.1	433.2	107.1	Normal	0.048	Normal	
Local Zebu	32	Male	204.9	204.6	100.1	Normal	0.0882	Normal	
Sahiwal	42	Female	286.4	297.3	96.3	Normal	0.1029	Normal	
